Rank,WeeklyGross,PctChangeWkGross,Theaters,DeltaTheaters,AvgRev,GrossToDate,Week,Thursday,name,year,Winner
2.0,21442954,5.0,1925.0,906.0,11139.0,57249796,5,2008-01-10,juno,2007,False
3.0,17876737,-16.6,2448.0,523.0,7303.0,75126533,6,2008-01-17,juno,2007,False
4.0,14735944,-17.6,2534.0,86.0,5815.0,89862477,7,2008-01-24,juno,2007,False
7.0,12950973,-12.1,2426.0,-108.0,5338.0,102813450,8,2008-01-31,juno,2007,False
5.0,9091508,-29.8,2475.0,49.0,3673.0,111904958,9,2008-02-07,juno,2007,False
5.0,7559831,-16.8,1862.0,-613.0,4060.0,119464789,10,2008-02-14,juno,2007,False
7.0,6812657,-9.9,1865.0,3.0,3653.0,126277446,11,2008-02-21,juno,2007,False
7.0,5507092,-19.2,1727.0,-138.0,3189.0,131784538,12,2008-02-28,juno,2007,False
11.0,4184613,-24.0,1631.0,-96.0,2566.0,135969151,13,2008-03-06,juno,2007,False
13.0,2650320,-36.7,1350.0,-281.0,1963.0,138619471,14,2008-03-13,juno,2007,False
15.0,1709808,-35.5,846.0,-504.0,2021.0,140329279,15,2008-03-20,juno,2007,False
18.0,1161847,-32.0,603.0,-243.0,1927.0,141491126,16,2008-03-27,juno,2007,False
21.0,660764,-43.1,444.0,-159.0,1488.0,142151890,17,2008-04-03,juno,2007,False
21.0,555618,-15.9,442.0,-2.0,1257.0,142707508,18,2008-04-10,juno,2007,False
30.0,394527,-29.0,323.0,-119.0,1221.0,143102035,19,2008-04-17,juno,2007,False
34.0,204858,-48.1,230.0,-93.0,891.0,143306893,20,2008-04-24,juno,2007,False
46.0,103446,-49.5,158.0,-72.0,655.0,143410339,21,2008-05-01,juno,2007,False
66.0,31215,-69.8,71.0,-87.0,440.0,143441554,22,2008-05-08,juno,2007,False
87.0,9000,-71.2,27.0,-44.0,333.0,143450554,23,2008-05-15,juno,2007,False
102.0,4364,-51.5,9.0,-18.0,485.0,143454918,24,2008-05-22,juno,2007,False
76.0,12828,194.0,15.0,6.0,855.0,143467746,25,2008-05-29,juno,2007,False
74.0,11445,-10.8,15.0,,763.0,143479191,26,2008-06-05,juno,2007,False
82.0,10023,-12.4,12.0,-3.0,835.0,143489214,27,2008-06-12,juno,2007,False
94.0,6051,-39.6,6.0,-6.0,1009.0,143495265,28,2008-06-19,juno,2007,False
20.0,1077207,,15.0,,71814.0,1077207,1,2007-10-11,michael clayton,2007,False
3.0,13809107,1182.0,2511.0,2496.0,5499.0,14886314,2,2007-10-18,michael clayton,2007,False
4.0,8857480,-35.9,2585.0,74.0,3426.0,23743794,3,2007-10-25,michael clayton,2007,False
6.0,6554692,-26.0,2585.0,,2536.0,30298486,4,2007-11-01,michael clayton,2007,False
8.0,3635961,-44.5,2107.0,-478.0,1726.0,33934447,5,2007-11-08,michael clayton,2007,False
11.0,2209827,-39.2,1150.0,-957.0,1922.0,36144274,6,2007-11-15,michael clayton,2007,False
18.0,1362579,-38.3,695.0,-455.0,1961.0,37506853,7,2007-11-22,michael clayton,2007,False
19.0,646689,-52.5,301.0,-394.0,2148.0,38153542,8,2007-11-29,michael clayton,2007,False
21.0,373629,-42.2,251.0,-50.0,1489.0,38527171,9,2007-12-06,michael clayton,2007,False
26.0,278950,-25.3,201.0,-50.0,1388.0,38806121,10,2007-12-13,michael clayton,2007,False
30.0,166045,-40.5,101.0,-100.0,1644.0,38972166,11,2007-12-20,michael clayton,2007,False
42.0,100461,-39.5,64.0,-37.0,1570.0,39072627,12,2007-12-27,michael clayton,2007,False
44.0,111683,11.2,44.0,-20.0,2538.0,39184310,13,2008-01-03,michael clayton,2007,False
42.0,95024,-14.9,42.0,-2.0,2262.0,39279334,14,2008-01-10,michael clayton,2007,False
42.0,64126,-32.5,31.0,-11.0,2069.0,39343460,15,2008-01-17,michael clayton,2007,False
42.0,84719,32.1,33.0,2.0,2567.0,39428179,16,2008-01-24,michael clayton,2007,False
16.0,2964601,3399.0,1102.0,1069.0,2690.0,42392780,17,2008-01-31,michael clayton,2007,False
18.0,2292469,-22.7,1010.0,-92.0,2270.0,44685249,18,2008-02-07,michael clayton,2007,False
23.0,1864755,-18.7,540.0,-470.0,3453.0,46550004,19,2008-02-14,michael clayton,2007,False
23.0,1373474,-26.3,540.0,,2543.0,47923478,20,2008-02-21,michael clayton,2007,False
25.0,732547,-46.7,425.0,-115.0,1724.0,48656025,21,2008-02-28,michael clayton,2007,False
35.0,255310,-65.1,200.0,-225.0,1277.0,48911335,22,2008-03-06,michael clayton,2007,False
49.0,89826,-64.8,108.0,-92.0,832.0,49001161,23,2008-03-13,michael clayton,2007,False
67.0,32721,-63.6,43.0,-65.0,761.0,49033882,24,2008-03-20,michael clayton,2007,False
40.0,124178,,2.0,,62089.0,124178,0,2007-12-27,there will be blood,2007,False
30.0,383963,209.0,2.0,,191982.0,508141,1,2008-01-03,there will be blood,2007,False
18.0,1909499,397.0,51.0,49.0,37441.0,2417640,2,2008-01-10,there will be blood,2007,False
17.0,2616990,37.1,129.0,78.0,20287.0,5034630,3,2008-01-17,there will be blood,2007,False
11.0,4842631,85.0,389.0,260.0,12449.0,9877261,4,2008-01-24,there will be blood,2007,False
8.0,6507532,34.4,885.0,496.0,7353.0,16384793,5,2008-01-31,there will be blood,2007,False
9.0,6324490,-2.8,1507.0,622.0,4197.0,22709283,6,2008-02-07,there will be blood,2007,False
11.0,5235600,-17.2,1410.0,-97.0,3713.0,27944883,7,2008-02-14,there will be blood,2007,False
11.0,4480445,-14.4,1410.0,,3178.0,32425328,8,2008-02-21,there will be blood,2007,False
11.0,3599740,-19.7,1402.0,-8.0,2568.0,36025068,9,2008-02-28,there will be blood,2007,False
15.0,2065876,-42.6,1248.0,-154.0,1655.0,38090944,10,2008-03-06,there will be blood,2007,False
19.0,901657,-56.4,643.0,-605.0,1402.0,38992601,11,2008-03-13,there will be blood,2007,False
28.0,501176,-44.4,339.0,-304.0,1478.0,39493777,12,2008-03-20,there will be blood,2007,False
35.0,307908,-38.6,224.0,-115.0,1375.0,39801685,13,2008-03-27,there will be blood,2007,False
37.0,262063,-14.9,263.0,39.0,996.0,40063748,14,2008-04-03,there will be blood,2007,False
46.0,101726,-61.2,124.0,-139.0,820.0,40165474,15,2008-04-10,there will be blood,2007,False
67.0,30834,-69.7,40.0,-84.0,771.0,40196308,16,2008-04-17,there will be blood,2007,False
76.0,17523,-43.2,25.0,-15.0,701.0,40213831,17,2008-04-24,there will be blood,2007,False
93.0,8683,-50.4,9.0,-16.0,965.0,40222514,18,2008-05-01,there will be blood,2007,False
48.0,67697,,10.0,,6770.0,67697,0,2008-11-13,slumdog millionaire,2008,True
23.0,554748,720.0,10.0,,55475.0,622445,1,2008-11-20,slumdog millionaire,2008,True
14.0,1575890,184.0,49.0,39.0,32161.0,2198335,2,2008-11-27,slumdog millionaire,2008,True
11.0,1738999,10.4,49.0,,35490.0,3937334,3,2008-12-04,slumdog millionaire,2008,True
12.0,1935912,11.3,78.0,29.0,24819.0,5873246,4,2008-12-11,slumdog millionaire,2008,True
11.0,3110504,60.7,169.0,91.0,18405.0,8983750,5,2008-12-18,slumdog millionaire,2008,True
12.0,6190775,99.0,614.0,445.0,10083.0,15174525,6,2008-12-25,slumdog millionaire,2008,True
12.0,8811304,42.3,614.0,,14351.0,23985829,7,2009-01-01,slumdog millionaire,2008,True
10.0,6359026,-27.8,612.0,-2.0,10391.0,30344855,8,2009-01-08,slumdog millionaire,2008,True
9.0,6492350,2.1,601.0,-11.0,10803.0,36837205,9,2009-01-15,slumdog millionaire,2008,True
10.0,8528411,31.4,582.0,-19.0,14654.0,45365616,10,2009-01-22,slumdog millionaire,2008,True
5.0,14198840,66.5,1411.0,829.0,10063.0,59564456,11,2009-01-29,slumdog millionaire,2008,True
5.0,10461329,-26.3,1633.0,222.0,6406.0,70025785,12,2009-02-05,slumdog millionaire,2008,True
7.0,9370130,-10.4,1724.0,91.0,5435.0,79395915,13,2009-02-12,slumdog millionaire,2008,True
9.0,10573800,12.8,1634.0,-90.0,6471.0,89969715,14,2009-02-19,slumdog millionaire,2008,True
4.0,13028063,23.2,2244.0,610.0,5806.0,102997778,15,2009-02-26,slumdog millionaire,2008,True
2.0,15518652,19.1,2943.0,699.0,5273.0,118516430,16,2009-03-05,slumdog millionaire,2008,True
4.0,9083613,-41.5,2890.0,-53.0,3143.0,127600043,17,2009-03-12,slumdog millionaire,2008,True
5.0,6901765,-24.0,2578.0,-312.0,2677.0,134501808,18,2009-03-19,slumdog millionaire,2008,True
8.0,3674773,-46.8,2067.0,-511.0,1778.0,138176581,19,2009-03-26,slumdog millionaire,2008,True
12.0,1568884,-57.3,840.0,-1227.0,1868.0,139745465,20,2009-04-02,slumdog millionaire,2008,True
14.0,723360,-53.9,498.0,-342.0,1453.0,140468825,21,2009-04-09,slumdog millionaire,2008,True
20.0,405757,-43.9,306.0,-192.0,1326.0,140874582,22,2009-04-16,slumdog millionaire,2008,True
27.0,225382,-44.5,212.0,-94.0,1063.0,141099964,23,2009-04-23,slumdog millionaire,2008,True
36.0,106393,-52.8,131.0,-81.0,812.0,141206357,24,2009-04-30,slumdog millionaire,2008,True
50.0,56060,-47.3,72.0,-59.0,779.0,141262417,25,2009-05-07,slumdog millionaire,2008,True
59.0,34735,-38.0,41.0,-31.0,847.0,141297152,26,2009-05-14,slumdog millionaire,2008,True
67.0,15902,-54.2,22.0,-19.0,723.0,141313054,27,2009-05-21,slumdog millionaire,2008,True
85.0,6874,-56.8,10.0,-12.0,687.0,141319928,28,2009-05-28,slumdog millionaire,2008,True
7.0,11871831,,2988.0,,3973.0,11871831,0,2008-12-25,the curious case of benjamin button,2008,False
3.0,48734007,311.0,2988.0,,16310.0,60605838,1,2009-01-01,the curious case of benjamin button,2008,False
2.0,24274042,-50.2,2988.0,,8124.0,84879880,2,2009-01-08,the curious case of benjamin button,2008,False
5.0,12144857,-50.0,2947.0,-41.0,4121.0,97024737,3,2009-01-15,the curious case of benjamin button,2008,False
11.0,8018826,-34.0,2223.0,-724.0,3607.0,105043563,4,2009-01-22,the curious case of benjamin button,2008,False
9.0,7885452,-1.7,2263.0,40.0,3485.0,112929015,5,2009-01-29,the curious case of benjamin button,2008,False
10.0,4719082,-40.2,2126.0,-137.0,2220.0,117648097,6,2009-02-05,the curious case of benjamin button,2008,False
14.0,2996676,-36.5,1478.0,-648.0,2028.0,120644773,7,2009-02-12,the curious case of benjamin button,2008,False
17.0,2334316,-22.1,909.0,-569.0,2568.0,122979089,8,2009-02-19,the curious case of benjamin button,2008,False
17.0,1621990,-30.5,754.0,-155.0,2151.0,124601079,9,2009-02-26,the curious case of benjamin button,2008,False
20.0,1060819,-34.6,558.0,-196.0,1901.0,125661898,10,2009-03-05,the curious case of benjamin button,2008,False
21.0,599625,-43.5,401.0,-157.0,1495.0,126261523,11,2009-03-12,the curious case of benjamin button,2008,False
29.0,375067,-37.4,281.0,-120.0,1335.0,126636590,12,2009-03-19,the curious case of benjamin button,2008,False
34.0,178272,-52.5,206.0,-75.0,865.0,126814862,13,2009-03-26,the curious case of benjamin button,2008,False
23.0,301213,69.0,246.0,40.0,1224.0,127116075,14,2009-04-02,the curious case of benjamin button,2008,False
27.0,194828,-35.3,213.0,-33.0,915.0,127310903,15,2009-04-09,the curious case of benjamin button,2008,False
35.0,121018,-37.9,156.0,-57.0,776.0,127431921,16,2009-04-16,the curious case of benjamin button,2008,False
40.0,77405,-36.0,111.0,-45.0,697.0,127509326,17,2009-04-23,the curious case of benjamin button,2008,False
22.0,247459,,3.0,,82486.0,247459,1,2008-12-11,frost/nixon,2008,False
17.0,865751,250.0,39.0,36.0,22199.0,1113210,2,2008-12-18,frost/nixon,2008,False
23.0,1071030,23.7,205.0,166.0,5225.0,2184240,3,2008-12-25,frost/nixon,2008,False
18.0,2706452,153.0,205.0,,13202.0,4890692,4,2009-01-01,frost/nixon,2008,False
18.0,1848862,-31.7,205.0,,9019.0,6739554,5,2009-01-08,frost/nixon,2008,False
21.0,1219607,-34.0,205.0,,5949.0,7959161,6,2009-01-15,frost/nixon,2008,False
25.0,1024400,-16.0,153.0,-52.0,6695.0,8983561,7,2009-01-22,frost/nixon,2008,False
15.0,3929135,284.0,1099.0,946.0,3575.0,12912696,8,2009-01-29,frost/nixon,2008,False
19.0,1966430,-50.0,1105.0,6.0,1780.0,14879126,9,2009-02-05,frost/nixon,2008,False
22.0,1037120,-47.3,478.0,-627.0,2170.0,15916246,10,2009-02-12,frost/nixon,2008,False
26.0,816760,-21.2,270.0,-208.0,3025.0,16733006,11,2009-02-19,frost/nixon,2008,False
22.0,793750,-2.8,381.0,111.0,2083.0,17526756,12,2009-02-26,frost/nixon,2008,False
28.0,491840,-38.0,330.0,-51.0,1490.0,18018596,13,2009-03-05,frost/nixon,2008,False
33.0,308605,-37.3,266.0,-64.0,1160.0,18327201,14,2009-03-12,frost/nixon,2008,False
39.0,203730,-34.0,182.0,-84.0,1119.0,18530931,15,2009-03-19,frost/nixon,2008,False
47.0,91100,-55.3,131.0,-51.0,695.0,18622031,16,2009-03-26,frost/nixon,2008,False
22.0,487628,,34.0,,14342.0,487628,0,2008-11-27,milk,2008,False
10.0,1961923,302.0,36.0,2.0,54498.0,2449551,1,2008-12-04,milk,2008,False
11.0,2542787,29.6,99.0,63.0,25685.0,4992338,2,2008-12-11,milk,2008,False
9.0,3688545,45.1,328.0,229.0,11246.0,8680883,3,2008-12-18,milk,2008,False
17.0,3090064,-16.2,311.0,-17.0,9936.0,11770947,4,2008-12-25,milk,2008,False
16.0,3498537,13.2,311.0,,11249.0,15269484,5,2009-01-01,milk,2008,False
16.0,2598461,-25.7,309.0,-2.0,8409.0,17867945,6,2009-01-08,milk,2008,False
18.0,1733279,-33.3,295.0,-14.0,5876.0,19601224,7,2009-01-15,milk,2008,False
24.0,1151410,-33.6,223.0,-72.0,5163.0,20752634,8,2009-01-22,milk,2008,False
23.0,1230908,6.9,250.0,27.0,4924.0,21983542,9,2009-01-29,milk,2008,False
18.0,2149068,74.6,882.0,632.0,2437.0,24132610,10,2009-02-05,milk,2008,False
20.0,1532309,-28.7,601.0,-281.0,2550.0,25664919,11,2009-02-12,milk,2008,False
21.0,1388572,-9.4,387.0,-214.0,3588.0,27053491,12,2009-02-19,milk,2008,False
19.0,1467823,5.7,411.0,24.0,3571.0,28521314,13,2009-02-26,milk,2008,False
18.0,2007248,36.8,828.0,417.0,2424.0,30528562,14,2009-03-05,milk,2008,False
20.0,787392,-60.8,447.0,-381.0,1762.0,31315954,15,2009-03-12,milk,2008,False
30.0,321375,-59.2,228.0,-219.0,1410.0,31637329,16,2009-03-19,milk,2008,False
41.0,117051,-63.6,111.0,-117.0,1055.0,31754380,17,2009-03-26,milk,2008,False
54.0,50536,-56.8,54.0,-57.0,936.0,31804916,18,2009-04-02,milk,2008,False
63.0,23389,-53.7,29.0,-25.0,807.0,31828305,19,2009-04-09,milk,2008,False
75.0,12994,-44.4,13.0,-16.0,1000.0,31841299,20,2009-04-16,milk,2008,False
66.0,11919,,1.0,,11919.0,11919,0,2008-12-11,the reader,2008,False
25.0,244531,1952.0,8.0,7.0,30566.0,256450,1,2008-12-18,the reader,2008,False
31.0,323227,32.2,116.0,108.0,2786.0,579677,2,2008-12-25,the reader,2008,False
21.0,1375429,326.0,116.0,,11857.0,1955106,3,2009-01-01,the reader,2008,False
17.0,2208605,60.6,398.0,282.0,5549.0,4163711,4,2009-01-08,the reader,2008,False
16.0,2126287,-3.7,507.0,109.0,4194.0,6289998,5,2009-01-15,the reader,2008,False
20.0,1967713,-7.5,417.0,-90.0,4719.0,8257711,6,2009-01-22,the reader,2008,False
19.0,2017771,2.5,367.0,-50.0,5498.0,10275482,7,2009-01-29,the reader,2008,False
15.0,3482099,72.6,1002.0,635.0,3475.0,13757581,8,2009-02-05,the reader,2008,False
13.0,3190533,-8.4,862.0,-140.0,3701.0,16948114,9,2009-02-12,the reader,2008,False
14.0,3420712,7.2,742.0,-120.0,4610.0,20368826,10,2009-02-19,the reader,2008,False
14.0,3720709,8.8,962.0,220.0,3868.0,24089535,11,2009-02-26,the reader,2008,False
14.0,3845496,3.4,1203.0,241.0,3197.0,27935031,12,2009-03-05,the reader,2008,False
12.0,2642548,-31.3,1175.0,-28.0,2249.0,30577579,13,2009-03-12,the reader,2008,False
14.0,1786995,-32.4,1002.0,-173.0,1783.0,32364574,14,2009-03-19,the reader,2008,False
18.0,811278,-54.6,704.0,-298.0,1152.0,33175852,15,2009-03-26,the reader,2008,False
18.0,439528,-45.8,324.0,-380.0,1357.0,33615380,16,2009-04-02,the reader,2008,False
22.0,286030,-34.9,232.0,-92.0,1233.0,33901410,17,2009-04-09,the reader,2008,False
29.0,154779,-45.9,132.0,-100.0,1173.0,34056189,18,2009-04-16,the reader,2008,False
38.0,80640,-47.9,105.0,-27.0,768.0,34136829,19,2009-04-23,the reader,2008,False
57.0,30579,-62.1,55.0,-50.0,556.0,34167408,20,2009-04-30,the reader,2008,False
65.0,20878,-31.7,35.0,-20.0,597.0,34188286,21,2009-05-07,the reader,2008,False
,6121,-70.7,16.0,-19.0,383.0,34194407,22,2009-05-14,the reader,2008,False
30.0,238921,,9.0,,26547.0,238921,1,2009-07-02,the hurt locker,2009,True
29.0,221745,-7.2,9.0,,24638.0,460666,2,2009-07-09,the hurt locker,2009,True
18.0,947729,327.0,60.0,51.0,15795.0,1408395,3,2009-07-16,the hurt locker,2009,True
14.0,1168320,23.3,94.0,34.0,12429.0,2576715,4,2009-07-23,the hurt locker,2009,True
14.0,2269450,94.2,238.0,144.0,9536.0,4846165,5,2009-07-30,the hurt locker,2009,True
14.0,2880940,26.9,523.0,285.0,5508.0,7727105,6,2009-08-06,the hurt locker,2009,True
15.0,1994532,-30.8,535.0,12.0,3728.0,9721637,7,2009-08-13,the hurt locker,2009,True
20.0,1019568,-48.9,478.0,-57.0,2133.0,10741205,8,2009-08-20,the hurt locker,2009,True
24.0,574417,-43.7,399.0,-79.0,1440.0,11315622,9,2009-08-27,the hurt locker,2009,True
27.0,411146,-28.4,306.0,-93.0,1344.0,11726768,10,2009-09-03,the hurt locker,2009,True
29.0,395765,-3.7,259.0,-47.0,1528.0,12122533,11,2009-09-10,the hurt locker,2009,True
31.0,207886,-47.5,187.0,-72.0,1112.0,12330419,12,2009-09-17,the hurt locker,2009,True
41.0,110773,-46.7,109.0,-78.0,1016.0,12441192,13,2009-09-24,the hurt locker,2009,True
53.0,70556,-36.3,82.0,-27.0,860.0,12511748,14,2009-10-01,the hurt locker,2009,True
59.0,39096,-44.6,49.0,-33.0,798.0,12550844,15,2009-10-08,the hurt locker,2009,True
61.0,31749,-18.8,45.0,-4.0,706.0,12582593,16,2009-10-15,the hurt locker,2009,True
47.0,63626,,138.0,,461.0,12671105,21,2009-10-22,the hurt locker,2009,True
20.0,611000,,274.0,,2230.0,14872000,24,2009-10-29,the hurt locker,2009,True
18.0,1116000,82.7,349.0,75.0,3198.0,15988000,26,2009-11-05,the hurt locker,2009,True
1.0,137094001,,3452.0,,39714.0,137094051,1,2009-12-24,avatar,2009,False
1.0,146530209,6.9,3456.0,4.0,42399.0,283624210,2,2009-12-31,avatar,2009,False
1.0,96916087,-33.9,3461.0,5.0,28002.0,380540297,3,2010-01-07,avatar,2009,False
1.0,69926708,-27.8,3422.0,-39.0,20434.0,450467005,4,2010-01-14,avatar,2009,False
1.0,66330413,-5.1,3285.0,-137.0,20192.0,516797418,5,2010-01-21,avatar,2009,False
1.0,47674969,-28.1,3141.0,-144.0,15178.0,564472387,6,2010-01-28,avatar,2009,False
1.0,42020936,-11.9,3074.0,-67.0,13670.0,606493323,7,2010-02-04,avatar,2009,False
2.0,31112330,-26.0,3000.0,-74.0,10371.0,637605653,8,2010-02-11,avatar,2009,False
4.0,34115501,9.7,2685.0,-315.0,12706.0,671721154,9,2010-02-18,avatar,2009,False
2.0,21183640,-37.9,2581.0,-104.0,8208.0,692904794,10,2010-02-25,avatar,2009,False
4.0,19584548,-7.5,2456.0,-125.0,7974.0,712489342,11,2010-03-04,avatar,2009,False
5.0,11254680,-42.5,2163.0,-293.0,5203.0,723744022,12,2010-03-11,avatar,2009,False
7.0,9136930,-18.8,1718.0,-445.0,5318.0,732880952,13,2010-03-18,avatar,2009,False
8.0,5512102,-39.7,1236.0,-482.0,4460.0,738393054,14,2010-03-25,avatar,2009,False
12.0,2959385,-46.3,814.0,-422.0,3636.0,741352439,15,2010-04-01,avatar,2009,False
13.0,1491883,-49.6,511.0,-303.0,2920.0,742844322,16,2010-04-08,avatar,2009,False
11.0,1176131,-21.2,454.0,-57.0,2591.0,744020453,17,2010-04-15,avatar,2009,False
13.0,1424480,21.1,500.0,46.0,2849.0,745444933,18,2010-04-22,avatar,2009,False
15.0,1214424,-14.7,421.0,-79.0,2885.0,746659357,19,2010-04-29,avatar,2009,False
18.0,861973,-29.0,387.0,-34.0,2227.0,747521330,20,2010-05-06,avatar,2009,False
17.0,611869,-29.0,328.0,-59.0,1865.0,748133199,21,2010-05-13,avatar,2009,False
21.0,499961,-18.3,279.0,-49.0,1792.0,748633160,22,2010-05-20,avatar,2009,False
30.0,295699,-40.9,161.0,-118.0,1837.0,748928859,23,2010-05-27,avatar,2009,False
33.0,196539,-33.5,84.0,-77.0,2340.0,749125398,24,2010-06-03,avatar,2009,False
37.0,126634,-35.6,46.0,-38.0,2753.0,749252032,25,2010-06-10,avatar,2009,False
35.0,137737,8.8,26.0,-20.0,5298.0,749389769,26,2010-06-17,avatar,2009,False
45.0,101233,-26.5,14.0,-12.0,7231.0,749491002,27,2010-06-24,avatar,2009,False
51.0,77156,-23.8,15.0,1.0,5144.0,749568158,28,2010-07-01,avatar,2009,False
54.0,52280,-32.2,9.0,-6.0,5809.0,749620438,29,2010-07-08,avatar,2009,False
47.0,65367,25.0,9.0,,7263.0,749685805,30,2010-07-15,avatar,2009,False
54.0,24371,-62.7,4.0,-5.0,6093.0,749710176,31,2010-07-22,avatar,2009,False
55.0,25099,3.0,3.0,-1.0,8366.0,749735275,32,2010-07-29,avatar,2009,False
58.0,20353,-18.9,2.0,-1.0,10177.0,749755628,33,2010-08-05,avatar,2009,False
73.0,10511,-48.4,1.0,-1.0,10511.0,749766139,34,2010-08-12,avatar,2009,False
2.0,60127477,,3140.0,,19149.0,60127477,1,2009-11-26,the blind side,2009,False
2.0,48696901,-19.0,3140.0,,15509.0,108824378,2,2009-12-03,the blind side,2009,False
1.0,25937161,-46.7,3326.0,186.0,7798.0,134761539,3,2009-12-10,the blind side,2009,False
2.0,19942706,-23.1,3388.0,62.0,5886.0,154704245,4,2009-12-17,the blind side,2009,False
4.0,17972391,-9.9,3252.0,-136.0,5527.0,172676636,5,2009-12-24,the blind side,2009,False
5.0,23886682,32.9,2766.0,-486.0,8636.0,196563318,6,2009-12-31,the blind side,2009,False
5.0,14883591,-37.7,2926.0,160.0,5087.0,211446909,7,2010-01-07,the blind side,2009,False
7.0,9762356,-34.4,2880.0,-46.0,3390.0,221209265,8,2010-01-14,the blind side,2009,False
8.0,8303001,-14.9,2408.0,-472.0,3448.0,229512266,9,2010-01-21,the blind side,2009,False
11.0,5381222,-35.2,1932.0,-476.0,2785.0,234893488,10,2010-01-28,the blind side,2009,False
11.0,4132881,-23.2,1751.0,-181.0,2360.0,239026369,11,2010-02-04,the blind side,2009,False
11.0,3439972,-16.8,1740.0,-11.0,1977.0,242466341,12,2010-02-11,the blind side,2009,False
12.0,3153611,-8.3,1175.0,-565.0,2684.0,245619952,13,2010-02-18,the blind side,2009,False
13.0,1897552,-39.8,1060.0,-115.0,1790.0,247517504,14,2010-02-25,the blind side,2009,False
11.0,1692357,-10.8,945.0,-115.0,1791.0,249209861,15,2010-03-04,the blind side,2009,False
13.0,1922310,13.6,822.0,-123.0,2339.0,251132171,16,2010-03-11,the blind side,2009,False
13.0,2264074,17.8,803.0,-19.0,2820.0,253396245,17,2010-03-18,the blind side,2009,False
17.0,1200593,-47.0,602.0,-201.0,1994.0,254596838,18,2010-03-25,the blind side,2009,False
24.0,666290,-44.5,445.0,-157.0,1497.0,255263128,19,2010-04-01,the blind side,2009,False
24.0,340819,-48.8,316.0,-129.0,1079.0,255603947,20,2010-04-08,the blind side,2009,False
30.0,174098,-48.9,204.0,-112.0,853.0,255778045,21,2010-04-15,the blind side,2009,False
41.0,89268,-48.7,123.0,-81.0,726.0,255867313,22,2010-04-22,the blind side,2009,False
48.0,43130,-51.7,77.0,-46.0,560.0,255910443,23,2010-04-29,the blind side,2009,False
62.0,24568,-43.0,46.0,-31.0,534.0,255935011,24,2010-05-06,the blind side,2009,False
72.0,12979,-47.2,25.0,-21.0,519.0,255947990,25,2010-05-13,the blind side,2009,False
93.0,3759,-71.0,11.0,-14.0,342.0,255951749,26,2010-05-20,the blind side,2009,False
105.0,1555,-58.6,5.0,-6.0,311.0,255953304,27,2010-05-27,the blind side,2009,False
81.0,6171,297.0,5.0,,1234.0,255959475,28,2010-06-03,the blind side,2009,False
1.0,54590771,,3049.0,,17904.0,54590771,1,2009-08-20,district 9,2009,False
2.0,25522506,-53.2,3050.0,1.0,8368.0,80113277,2,2009-08-27,district 9,2009,False
4.0,14160844,-44.5,3180.0,130.0,4453.0,94274121,3,2009-09-03,district 9,2009,False
5.0,10643343,-24.8,3139.0,-41.0,3391.0,104917464,4,2009-09-10,district 9,2009,False
8.0,4854742,-54.4,2560.0,-579.0,1896.0,109772206,5,2009-09-17,district 9,2009,False
13.0,2667878,-45.0,1558.0,-1002.0,1712.0,112440084,6,2009-09-24,district 9,2009,False
14.0,1482330,-44.4,925.0,-633.0,1603.0,113922414,7,2009-10-01,district 9,2009,False
21.0,660357,-55.5,493.0,-432.0,1339.0,114582771,8,2009-10-08,district 9,2009,False
28.0,410172,-37.9,333.0,-160.0,1232.0,114992943,9,2009-10-15,district 9,2009,False
25.0,361319,-11.9,335.0,2.0,1079.0,115354262,10,2009-10-22,district 9,2009,False
35.0,209654,-42.0,232.0,-103.0,904.0,115563916,11,2009-10-29,district 9,2009,False
,82319,-60.7,176.0,-56.0,468.0,115646235,12,2009-11-05,district 9,2009,False
37.0,238930,,4.0,,59733.0,238930,1,2009-10-15,an education,2009,False
29.0,333964,39.8,19.0,15.0,17577.0,572894,2,2009-10-22,an education,2009,False
20.0,497723,49.0,31.0,12.0,16056.0,1070626,3,2009-10-29,an education,2009,False
15.0,644813,29.6,48.0,17.0,13434.0,1715430,4,2009-11-05,an education,2009,False
20.0,840894,30.4,83.0,35.0,10131.0,2556324,5,2009-11-12,an education,2009,False
17.0,885826,5.3,120.0,37.0,7382.0,3442150,6,2009-11-19,an education,2009,False
18.0,1210111,36.6,317.0,197.0,3817.0,4652261,7,2009-11-26,an education,2009,False
16.0,1132721,-6.4,265.0,-52.0,4274.0,5784982,8,2009-12-03,an education,2009,False
17.0,653364,-42.3,236.0,-29.0,2768.0,6438346,9,2009-12-10,an education,2009,False
18.0,460763,-29.5,223.0,-13.0,2066.0,6899109,10,2009-12-17,an education,2009,False
26.0,367497,-20.2,200.0,-23.0,1837.0,7266606,11,2009-12-24,an education,2009,False
27.0,345084,-6.1,153.0,-47.0,2255.0,7611690,12,2009-12-31,an education,2009,False
26.0,389068,12.7,151.0,-2.0,2577.0,8000758,13,2010-01-07,an education,2009,False
27.0,238780,-38.6,89.0,-62.0,2683.0,8239538,14,2010-01-14,an education,2009,False
29.0,217685,-8.8,73.0,-16.0,2982.0,8457223,15,2010-01-21,an education,2009,False
30.0,218859,0.5,79.0,6.0,2770.0,8676082,16,2010-01-28,an education,2009,False
32.0,183305,-16.2,75.0,-4.0,2444.0,8859387,17,2010-02-04,an education,2009,False
